text_id,clause,answer,evidence,justification
authority_00042,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00042,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00042,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00042,A_assess_authority,1,Acho que a Beetlejuice é uma palhaça por deixar o seu próprio povo morrer devido à sua incompetência.,"O texto julga a Beetlejuice como incompetente e uma palhaça por permitir a morte do seu povo, avaliando a sua conduta no exercício do poder."
authority_00043,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any other authority as defined in the question."
authority_00043,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00043,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00043,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal toward Macron or his group.
authority_00043,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00043,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00043,A_assess_authority,1,isso seria o Macron,The text explicitly compares Macron to a messianic figure and evaluates his role as a political leader.
authority_00044,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00044,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00044,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00044,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00044,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00044,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00044,A_assess_authority,0,,The text does not explicitly evaluate Le Pen's authority or power role.
authority_00045,D_entity,0,,"O texto não refere nem nomeia nenhuma autoridade, líder ou instituição."
authority_00045,X_equality,0,,O texto não levanta preocupações sobre discriminação ou tratamento desigual de qualquer grupo social.
authority_00045,X_proportionality,0,,"The text does not raise any concern about corruption, nepotism, cheating, or unfair reward."
authority_00045,X_loyalty,0,,"O texto não levanta qualquer preocupação sobre lealdade ou traição a um grupo, equipa ou partido."
authority_00045,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00045,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores."
authority_00045,A_assess_authority,0,,"O texto não avalia a autoridade, legitimidade ou poder de qualquer entidade, mas questiona se um 'grinder' é literal ou metafórico."
authority_00046,D_entity,0,,"The text criticizes the media but does not name or refer to any authority, leader, or institution."
authority_00046,X_equality,1,a nossa comunicação social é uma merda,"The statement criticizes media for prioritizing trivial topics like Fillon's underwear price over France's real issues, implying unequal treatment of social concerns."
authority_00046,X_proportionality,0,,"The text criticizes media focus on Fillon's underwear price but does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00046,X_loyalty,0,,The text criticizes media focus on Fillon's underwear price but does not express concern about in-group loyalty or betrayal.
authority_00046,A_order_stance,0,,"The text criticizes media focus on Fillon's underwear price but does not take a stance on obedience, deference, or social order."
authority_00046,A_order_values,0,,"The text criticizes media focus on Fillon's underwear price but does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00046,A_assess_authority,0,,"The text criticizes the media for focusing on Fillon's underwear price rather than France's real issues, but it does not explicitly judge Fillon's authority, fitness, legitimacy, or trustworthiness as a leader."
authority_00047,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00047,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00047,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00047,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00047,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00047,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00047,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00048,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00048,X_equality,1,"A Le Pen é, de facto, alguém que não representa a democracia nem o que uma república deve ser.",The text explicitly states that Le Pen is an enemy of democracy and the republic.
authority_00048,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00048,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00048,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order, either supporting or opposing it."
authority_00048,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values, either upholding or rejecting them."
authority_00048,A_assess_authority,1,"A Le Pen é, de facto, alguém que não representa a democracia nem o que uma república deve ser.",The text explicitly judges Le Pen's fitness to hold power by stating she is an enemy of democracy and the republic.
authority_00049,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00049,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00049,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00049,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00049,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order, neither supporting nor opposing it."
authority_00049,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00049,A_assess_authority,0,,"The text does not explicitly evaluate a specific authority, leader, institution, or contender for power in its power role, but rather discusses perceptions of political movements and their supporters."
authority_00050,D_entity,0,,"The text does not explicitly name or refer to any authority, leader, institution, or social order."
authority_00050,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00050,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00050,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00050,A_order_stance,0,,"The text does not mention obedience, deference, or social order."
authority_00050,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00050,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00051,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00051,X_equality,1,A ideia de não contestar os mais velhos e as suas opiniões muitas vezes ultrapassadas está-nos um bocado enraizada.,"The text expresses concern about cultural practices that may lead to unequal treatment by discouraging questioning of older, potentially outdated opinions."
authority_00051,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00051,X_loyalty,0,,The text expresses pride in the country but does not raise a concern about in-group loyalty or betrayal.
authority_00051,A_order_stance,0,,"The text expresses personal discomfort with cultural norms but does not explicitly support or oppose obedience, deference, or social order."
authority_00051,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values, either upholding or rejecting them."
authority_00051,A_assess_authority,0,,"The text expresses personal discomfort with cultural norms but does not evaluate an authority, leader, institution, or contender for power in their power role."
authority_00052,D_entity,0,,"O texto não menciona nem alude a qualquer autoridade, autoridade-detentora ou ordem social."
authority_00052,X_equality,0,,O texto não expressa explicitamente uma preocupação sobre discriminação ou tratamento desigual.
authority_00052,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00052,X_loyalty,0,,The text does not express concern about in-group loyalty or betrayal.
authority_00052,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00052,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores."
authority_00052,A_assess_authority,0,,"O texto não avalia explicitamente a autoridade, legitimidade ou conduta de qualquer entidade no exercício do poder."
authority_00053,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or authority-related term."
authority_00053,X_equality,0,,The text discusses political scrutiny in Sweden but does not raise concerns about group-based discrimination or unequal treatment.
authority_00053,X_proportionality,0,,"The text states that Swedish politicians are under constant scrutiny but does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00053,X_loyalty,0,,The text does not raise a concern about in-group loyalty or betrayal.
authority_00053,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00053,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00053,A_assess_authority,0,,"The text does not evaluate a specific authority, leader, institution, or contender for power in its power role, but rather describes a general observation about Swedish politicians and corruption."
authority_00054,D_entity,0,,"The text describes a counterfeit coin kept as a joke and accidentally used for lunch, with no reference to authority, rulers, institutions, or social order."
authority_00054,X_equality,0,,"The text describes a personal experience with a counterfeit book from a vending machine, but does not raise concerns about group-based discrimination or unequal treatment."
authority_00054,X_proportionality,0,,"The text describes a false pound coin from a vending machine, but does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00054,X_loyalty,0,,The text describes a personal experience with a fake pound coin but does not raise any concern about in-group loyalty or betrayal.
authority_00054,A_order_stance,0,,"The text describes a personal anecdote about a fake coin, but does not take a stance on obedience, deference, or social order."
authority_00054,A_order_values,0,,"The text describes a personal anecdote about a fake coin, but does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00054,A_assess_authority,0,,"The text describes a personal experience with a counterfeit coin but does not evaluate any authority, leader, institution, or contender for power in their role."
authority_00055,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00055,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00055,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00055,X_loyalty,0,,"The text expresses gratitude and solidarity, not concern about betrayal."
authority_00055,A_order_stance,0,,"The text expresses gratitude and acknowledges the person's presence, but does not take a stance on obedience, deference, or social order."
authority_00055,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00055,A_assess_authority,0,,The text expresses gratitude and appreciation for the individual's presence but does not evaluate their authority or power role.
authority_00056,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order."
authority_00056,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00056,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or someone getting more or less than they deserve."
authority_00056,X_loyalty,0,,The text does not raise a concern about in-group loyalty or betrayal; it discusses the perceived selfishness of caregiving expectations imposed on children.
authority_00056,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00056,A_order_values,0,,"The text does not explicitly uphold or reject obedience, hierarchy, tradition, or social order as values."
authority_00056,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather discusses a social tradition and personal choices."
authority_00057,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00057,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00057,X_proportionality,0,,"The text does not raise any concern about corruption, nepotism, cheating, or unfair reward."
authority_00057,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00057,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00057,A_order_values,0,,"The text does not mention or evaluate obedience, hierarchy, tradition, or social order as values."
authority_00057,A_assess_authority,0,,"The text does not evaluate any authority, leader, institution, or contender for power in its power role."
authority_00058,D_entity,0,,"The text does not explicitly name or refer to a political authority, leader, or institution."
authority_00058,X_equality,0,,The text discusses political party processes and candidates but does not raise concerns about group-based discrimination or unequal treatment.
authority_00058,X_proportionality,0,,"The text does not explicitly raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00058,X_loyalty,0,,The text discusses party primaries and candidates but does not expressly raise concerns about in-group loyalty or betrayal.
authority_00058,A_order_stance,0,,"The text discusses party primaries and candidates but does not take a stance on obedience, deference, or social order."
authority_00058,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00058,A_assess_authority,0,,The text mentions the left-wing party's internal process but does not evaluate the authority or legitimacy of any specific leader or institution in their power role.
authority_00059,D_entity,1,Ele não é do sistema!,"The text refers to Macron as not belonging to the system, indicating a collective authority."
authority_00059,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00059,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00059,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00059,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00059,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00059,A_assess_authority,0,,The text does not explicitly evaluate Macron's authority or fitness as a leader; it merely expresses personal frustration about losing elections.
authority_00060,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00060,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00060,X_proportionality,0,,"The text does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00060,X_loyalty,0,,The text does not raise a concern about in-group loyalty or betrayal; it discusses personal relationship choices and privacy regarding genetic information.
authority_00060,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00060,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00060,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role; it merely expresses personal opinion about family's right to know about a partner's genetics."
authority_00061,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00061,X_equality,1,Tu és mesmo uma merda e apagaste o post do AITA porque sabes que és uma pessoa de merda,"The text expresses a personal grievance and accusation of unfair treatment, which raises a concern about unequal treatment."
authority_00061,X_proportionality,1,Tu és mesmo uma merda e apagaste o post do AITA porque sabes que és uma pessoa de merda,The text expresses a concern about unfair treatment by stating someone was unjustly removed from a discussion.
authority_00061,X_loyalty,1,Tu és mesmo uma merda e apagaste o post do AITA porque sabes que és uma pessoa de merda,The text expresses betrayal toward the author by accusing the entity of deleting a post despite being part of the same community.
authority_00061,A_order_stance,0,,"The text expresses personal frustration but does not explicitly call for obedience, duty, respect, or order-keeping, nor does it explicitly condemn rioting or disrespect in a way that meets the defined criteria."
authority_00061,A_order_values,0,,"The text expresses resentment toward the person who deleted a post, but does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00061,A_assess_authority,1,Tu és mesmo uma merda e apagaste o post do AITA porque sabes que és uma pessoa de merda,The text directly evaluates the authority (the person who deleted the AITA post) as morally deficient and untrustworthy in their exercise of power.
authority_00062,D_entity,1,Ele não tem autoridade para cancelar as eleições.,"The text explicitly states that Donald lacks authority, implying a reference to a political authority."
authority_00062,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00062,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00062,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00062,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00062,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00062,A_assess_authority,1,Ele não tem autoridade para cancelar as eleições.,"The text explicitly states that Donald lacks authority to cancel elections, implying a judgment on his fitness and legitimacy as a holder of power."
authority_00063,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00063,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00063,X_proportionality,0,,"The text does not explicitly raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00063,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00063,A_order_stance,0,,"The text does not explicitly take a stance about obedience, deference, or social order."
authority_00063,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00063,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather describes a group of privileged people."
authority_00064,D_entity,0,,"The text does not explicitly name or refer to a ruler, leader, politician, government, or any other authority as per the given rules."
authority_00064,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00064,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00064,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00064,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00064,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00064,A_assess_authority,0,,"The text does not evaluate the authority or fitness of Le Pen as a leader or holder of power, but rather speculates about a hypothetical scenario."
authority_00065,D_entity,0,,"The text does not explicitly name or refer to any authority, leader, institution, or social order."
authority_00065,X_equality,1,não faças brancosplaining sobre comida chinesa a uma pessoa chinesa de verdade quando literalmente o teu único conhecimento de culinária chinesa vem de uma cadeia americana de fast food.,O texto expressa preocupação com a discriminação baseada na origem cultural e a exclusão injusta de uma pessoa chinesa devido a estereótipos e falta de conhecimento autêntico.
authority_00065,X_proportionality,0,,"The text criticizes performative ignorance about Chinese cuisine but does not raise concerns about corruption, nepotism, cheating, or unfair reward."
authority_00065,X_loyalty,1,não faças brancosplaining sobre comida chinesa a uma pessoa chinesa de verdade quando literalmente o teu único conhecimento de culinária chinesa vem de uma cadeia americana de fast food.,"O texto expressa preocupação com a falta de lealdade ao grupo ao fazer afirmações falsas sobre a culinária chinesa, demonstrando uma atitude de traição para com a cultura chinesa."
authority_00065,A_order_stance,0,,"The text criticizes someone for pretending expertise in Chinese cuisine without genuine knowledge, but does not explicitly support or oppose obedience, deference, or social order."
authority_00065,A_order_values,0,,"The text criticizes the act of white people pretending to know Chinese cuisine without genuine knowledge, but does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00065,A_assess_authority,1,não faças brancosplaining sobre comida chinesa a uma pessoa chinesa de verdade quando literalmente o teu único conhecimento de culinária chinesa vem de uma cadeia americana de fast food.,"The text criticizes someone for pretending expertise in Chinese cuisine without authentic knowledge, evaluating their conduct as a person claiming authority in a cultural domain."
authority_00066,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00066,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00066,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00066,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00066,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00066,A_order_values,0,,"The text does not explicitly evaluate or uphold obedience, hierarchy, tradition, or social order as values."
authority_00066,A_assess_authority,0,,"The text does not evaluate the authority or power role of Macron or any institution in terms of legitimacy, fitness, or trustworthiness, but rather expresses a political opinion about the EU's hymn being played upon his victory."
authority_00067,D_entity,0,,"O texto não refere explicitamente uma autoridade, mas sim uma classificação política."
authority_00067,X_equality,0,,O texto não levanta preocupações sobre discriminação ou tratamento desigual de qualquer grupo social.
authority_00067,X_proportionality,0,,"O texto não levanta preocupações sobre corrupção, nepotismo, cheating ou injustiça distributiva."
authority_00067,X_loyalty,0,,"O texto não expressa preocupação com in-group loyalty ou betrayal, mas sim uma discussão sobre a classificação política de Macron."
authority_00067,A_order_stance,0,,"O texto não expressa uma posição explícita sobre obediência, deferência ou ordem social, nem a apoia nem a condena."
authority_00067,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores, nem os apoia nem os rejeita."
authority_00067,A_assess_authority,0,,"O texto não avalia a legitimidade, fitness ou trustworthiness do Macron como um exercitor de poder, mas sim questiona a validade do rótulo 'neoliberal' aplicado a ele."
authority_00068,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00068,X_equality,0,,The text states a legal fact about minors' inability to consent but does not raise a concern about group-based discrimination or unequal treatment.
authority_00068,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00068,X_loyalty,0,,The text does not raise a concern about in-group loyalty or betrayal.
authority_00068,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00068,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00068,A_assess_authority,0,,"The text states a legal fact about minors lacking consent capacity, not an evaluation of authority or power role."
authority_00069,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order."
authority_00069,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00069,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00069,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00069,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00069,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00069,A_assess_authority,0,,The text does not evaluate Le Pen's authority or fitness as a leader; it merely comments on the composition of Reddit interactions without making a judgment about her role in power.
authority_00070,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order."
authority_00070,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00070,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00070,X_loyalty,0,,"The text does not express concern about in-group loyalty or betrayal, but rather focuses on personal responsibility and systemic issues."
authority_00070,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00070,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00070,A_assess_authority,0,,"The text does not evaluate the dealer's authority, fitness, legitimacy, or trustworthiness as a holder of power; it merely expresses empathy and acknowledges shared trauma."
authority_00071,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00071,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00071,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00071,X_loyalty,0,,The text does not express concern about in-group loyalty or betrayal.
authority_00071,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order, as it praises the film's respectfulness and comments on cultural attitudes without explicitly supporting or opposing obedience."
authority_00071,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00071,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather discusses a film's portrayal of cultural attitudes."
authority_00072,D_entity,1,um líder forte,The text explicitly refers to a leader as a necessary authority figure.
authority_00072,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00072,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00072,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
authority_00072,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00072,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00072,A_assess_authority,0,,The text does not explicitly evaluate Macron's authority or fitness as a leader; it merely states that he is not suitable for the role.
authority_00073,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00073,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00073,X_proportionality,1,vou mesmo roubar-te essa que tens,"The text explicitly mentions the act of stealing, which raises concerns about unfair reward."
authority_00073,X_loyalty,0,,The text does not explicitly raise a concern about in-group loyalty or betrayal.
authority_00073,A_order_stance,0,,"The text does not explicitly support or oppose obedience, deference, or social order."
authority_00073,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores, nem os defende nem os rejeita."
authority_00073,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role."
authority_00074,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00074,X_equality,0,,The text does not raise a concern about group-based discrimination or unequal treatment.
authority_00074,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00074,X_loyalty,0,,The text does not express concern about in-group loyalty or betrayal.
authority_00074,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00074,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values."
authority_00074,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but rather expresses pride in someone's efforts to normalize something."
authority_00075,D_entity,1,líder e ícone feminista,"The text refers to Marine Le Pen as a leader and feminist icon, indicating a political authority."
authority_00075,X_equality,0,,"The text praises Marine Le Pen and expresses support for her election, but does not raise a concern about group-based discrimination or unequal treatment."
authority_00075,X_proportionality,0,,"The text does not raise any concern about corruption, nepotism, cheating, or unfair reward."
authority_00075,X_loyalty,0,,"The text expresses support for Marine Le Pen and praises her leadership, but does not raise a concern about in-group loyalty or betrayal."
authority_00075,A_order_stance,0,,"The text praises Marine Le Pen but does not explicitly take a stance on obedience, deference, or social order."
authority_00075,A_order_values,0,,"The text does not explicitly evaluate obedience, hierarchy, tradition, or social order as values."
authority_00075,A_assess_authority,0,,"The text praises Marine Le Pen as a leader and feminist icon but does not evaluate her authority, fitness, legitimacy, or trustworthiness in a power role."
authority_00076,D_entity,1,a instituição da UE,"O texto refere-se à União Europeia como uma instituição, que é um tipo de autoridade."
authority_00076,X_equality,0,,"O texto expressa confiança na UE em relação aos serviços administrativos nacionais, não levantando preocupação sobre discriminação ou tratamento desigual."
authority_00076,X_proportionality,1,"Tenho mais fé em que a instituição da UE não seja corrupta do que nos serviços administrativos de cada país, incluindo o meu","O texto expressa preocupação com a corrupção nos serviços administrativos nacionais, mas expressa confiança na UE, implicando uma preocupação sobre a corrupção em contextos nacionais."
authority_00076,X_loyalty,0,,"O texto expressa confiança na UE em relação aos serviços administrativos nacionais, não levantando preocupações sobre traição ou lealdade."
authority_00076,A_order_stance,0,,"O texto expressa confiança na UE em relação aos serviços administrativos nacionais, mas não apoia nem condena explicitamente a obediência, a deferência ou a ordem social."
authority_00076,A_order_values,0,,"O texto não avalia explicitamente a obediência, a hierarquia, a tradição ou a ordem social como valores, mas sim compara a corrupção entre a UE e os serviços administrativos nacionais."
authority_00076,A_assess_authority,1,"Tenho mais fé em que a instituição da UE não seja corrupta do que nos serviços administrativos de cada país, incluindo o meu","O texto expressa uma avaliação da UE em comparação com as administrações nacionais, considerando a sua conduta no exercício do poder."
authority_00077,D_entity,0,,"The text does not explicitly name or refer to any authority, authority-holder, or social order as defined in the question."
authority_00077,X_equality,1,"É Fragilidade Branca, que é um sintoma de Supremacia Branca. Portanto, Uber Eats deve favorecer apenas negócios de negros","The text explicitly links white people's complaints to white fragility and white supremacy, advocating for preferential treatment of Black businesses."
authority_00077,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward; it discusses discrimination and suggests preferential treatment for Black businesses."
authority_00077,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal; it focuses on accusing white people of fragility and advocating for Uber Eats to favor Black businesses.
authority_00077,A_order_stance,0,,"The text does not take a stance about obedience, deference, or social order."
authority_00077,A_order_values,0,,"The text does not evaluate obedience, hierarchy, tradition, or social order as values; it instead critiques and rejects concepts like white fragility and racial discrimination."
authority_00077,A_assess_authority,0,,"The text does not evaluate an authority, leader, institution, or contender for power in its power role, but merely expresses an opinion about a policy position."
authority_00078,D_entity,0,,"The text does not mention any authority, authority-holder, or social order."
authority_00078,X_equality,0,,The text does not explicitly raise a concern about group-based discrimination or unequal treatment.
authority_00078,X_proportionality,0,,"The text does not raise a concern about corruption, nepotism, cheating, or unfair reward."
authority_00078,X_loyalty,0,,The text does not expressly raise a concern about in-group loyalty or betrayal.
